Jessica	xnr
得	vu
嘅	u
咩	y
？	w

（	w
噉	c
唔	d
得	v
）	w
，	w
我	r
諗	v
可能	vu
有	v1
啲	m
女仔	n
係	v
靜	a
到	u
呢	y1
…	w

係	v
唔	d
出聲	v
嗰啲	r
呢	y
，	w

即係	c
靜	a
咗	u
好	d
耐	a
先	d
答	v
	y
嗎	y
？	w

啊	e
！	w
係	v
嘞	y
，	w
係	v
嘞	y
，	w
係	v
嘞	y
。	w
即係	c
要	v
講	v
，	w
同埋	c
講	v
少	a
啲	u
嘢	n
囖	y1
，	w
係	v
喇	y
。	w

係	v
呀	y
？	w

唔	d
知	v
啊	y
，	w
可能	vu
第日	d
要	vu
去	p
見	v
translator	xn
嗰陣時	r
要	vu
去	v
。	w

要	vu
好	d
靜	a
𡃉	y
。	w

冇	v1
乜	r
點	r
講嘢	v
。	w

要	v
文靜	a
啲	u
啊	y
扮	v
得	u
。	w

哦	e
！	w
係	v
呀	y
？	w
哎吔	e
，	w
噉	c
咪	d
好	d
慘	a
囖	y
？	w

係	v
喇	y
。	w

但係	c
嗰	r
份	q
人工	n
好	d
高	a
喎	y1
比起	v
一般	a
嗰啲	r
來	v
講	v
。	w

但係	c
都	d
係	v
𡃉	y1
，	w
我	r
都	d
係	v
因為	c
佢	r
份	q
人工	n
先	d
去	p
見	v
（	w
𡃉	y
）	w
咋	y
。	w

係	v
呀	y
？	w
係	v
喇	y
，	w
我	r
諗	v
都	d
而家	t
啲	q
人工	n
都	d
幾	d
，	w
即係	c
幾	d
離譜	a
𡃉	y
其實	c
。	w

係	v
啊	y
。	w

冇	v1
理由	n
你	r
譬如	v
通常	d
都	d
一萬	m
，	w
噉	c
已經	d
算	v
係	v
好	d
好	a
嘅	u
一	m
份	q
工	n
嚹	y1
喎	y
。	w

係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

有啲	r
佢	r
要	v
成	m
七千	m
，	w
有啲	r
呢	y1
我	r
見	v
到	u
喺	p
Career-Centre	xn
度	f
睇	v
呢	y1
，	w
唔	d
知	v
點樣	r
，	w
誒	e
，	w
五千	m
六千	m
噉樣	c
喎	y
。	w

係	v
啊	y
。	w

噉	c
我	r
見到	n
啲	q
人	n
呢	y1
噉樣	c
貼	v
-	w
因為	c
佢	r
貼	v
晒	u
啲	q
工	n
出來	v
	y
嗎	y
。	w

喀	e
，	w
喀	e
。	w

噉	c
有	v1
啲	m
人	n
就	d
話	v
question	xn
mark	xn
喎	y
打	v
個	q
，	w
佢	r
就	d
話	v
，	w
即係	c
等於	v
意思	n
話	v
：	w
「	w
有冇	v1
搞錯	v
？	w
我哋	r
而家	t
-	w
即係	c
大學生	n
畢業	v
𡃉	y
，	w
出	v
咁	d
低	a
人工	n
？	w
」	w
噉樣	c
喎	y
。	w

喀	e
。	w

噉	c
跟住	c
另外	c
有	v1
個	q
人	n
就	d
寫	v
response	xn
落去	v
，	w
就	d
話	v
，	w
誒	e
，	w
寫	v
住	u
boycott	xv
噉樣	c
喎	y
，	w
即係	c
杯轕	v
佢	r
喎	y
。	w
噉	c
點知	r
嗰個	r
人	n
又	d
衰	a
喇	y
。	w
寫	v
boycott	xv
哩個	r
字	n
又	d
串	q
錯	d
字	n
喎	y
，	w
寫	v
咗	u
boyscott	xv
噉樣	c
喎	y
。	w
跟住	c
又	d
有	v1
另外	c
一	m
個	q
人	n
呢	y1
就	d
係	v
寫	v
咗	u
就	d
話	v
：	w
「	w
spelling	xn
mistakes	xn
」	w
噉樣	c
喎	y
。	w
係	v
喇	y
，	w
後尾	f
我	r
覺得	v
都	d
幾	d
好	d
笑	v
囖	y1
，	w
睇	v
嗰啲	r
貼	v
喺度	p
嘅	u
嘢	n
。	w

係	v
啊	y
。	w
我	r
諗	v
可能	vu
應該	vu
好多	m
同學	n
都	d
未	d
揾	v
到	u
工	n
喇	y
。	w

喀	e
，	w
係	v
啊	y1
，	w
係	v
啊	y
。	w

唔係	v
，	w
何	nr
美芳	nr
，	w
何	nr
美芳	nr
上	v
到	u
去	p
睇	v
呢	y1
，	w
成	m
塊	q
board	xn
都	d
係	v
啲	q
工	n
喇	y
，	w
但係	c
呢	y1
好多	m
都	d
係	v
唔	d
報	v
，	w
即係	c
唔	d
想	vu
報	v
噉樣	c
。	w

係	v
啊	y
。	w

又	d
報	v
唔	d
到	u
喎	y
。	w

同埋	c
根本	d
都	d
唔	d
啱	a
我哋	r
。	w

係	v
啊	y1
，	w
係	v
啊	y
。	w

係	v
喇	y
，	w
係	v
喇	y
，	w
好多	m
又	d
係	v
BBA	xjn
啊	y1
，	w
或者	c
之類	r
嗰啲	r
嘢	n
。	w

係	v
喇	y
，	w
係	v
喇	y
，	w
係	v
喇	y
。	w

係	v
啊	y
。	w

係	v
喇	y
，	w
我	r
有	v1
啲	m
BBA	xjn
嗰啲	r
同學	n
呢	y1
，	w
即係	c
宿舍	n
嗰度	r
啊	y
。	w
噉	c
呢	y1
就	d
係	v
有	v1
啲	m
讀	v
BBA	xjn
，	w
有	v1
啲	m
讀	v
engin	xjn
噉樣	c
喇	y
。	w

喀	e
，	w
喀	e
，	w
喀	e
。	w

噉	c
佢哋	r
嗰啲	r
科目	n
呢	y1
係	v
比較	d
好	a
啲	u
。	w
即係	c
揾工	v
-	w
雖然	c
你	r
有時	d
話	v
any	xr
discipline	xn
，	w
但係	c
其實	d
佢	r
嘅	u
心目中	n
都	d
有啲	r
dis	xNg
-	w
有啲	r
discipline	xn
佢	r
係	v
鍾意	v
啲	u
	y
嗎	y
。	w

係	v
喇	y
，	w
係	v
喇	y
，	w
係	v
喇	y
。	w

噉	c
-	w
噉	c
但係	c
佢	r
即係	c
譬如	v
佢哋	r
-	w
我	r
覺得	v
佢哋	r
有啲	r
身在福中不知福	i
啊	y
。	w
即係	c
呢	y1
…	w

（	w
你	r
講	v
𡁵	u
）	w
啲	q
BBA	xjn
嗰啲	r
同學	n
？	w

係	v
嘞	y1
，	w
係	v
嘞	y1
。	w
即係	c
佢哋	r
覺得	v
，	w
ei3	e
！	w
即係	c
你	r
揾	v
乜嘢	r
工	n
-	w
即係	c
你	r
揾	v
-	w
你	r
揾工	v
噉樣	c
喇	y1
，	w
但係	c
即係	c
佢哋	r
覺得	v
學科	n
係	v
唔	d
緊要	a
𡃉	y
囖	y
。	w

誒	e
，	w
邊個	r
覺得	v
，	w
即係	c
BBA	xjn
啲	q
同學	n
？	w

BBA	xjn
啲	q
同學	n
覺得	v
學科	n
係	v
唔	d
緊要	a
𡃉	y
。	w

係	v
呀	y
？	w

係	v
啊	y
，	w
所以	c
佢	r
覺得	v
你	r
-	w
即係	c
譬如	v
我哋	r
哩啲	r
讀	v
arts	xn
嘅	u
同學	n
揾	v
唔	d
到	u
工	n
呢	y1
，	w
即係	c
佢	r
覺得	v
係	v
我哋	r
自己	r
冇	v1
能力	n
囖	y
。	w

係	v
呀	y
？	w
噉	c
我	r
又	d
覺得	v
唔係	v
呃	y
。	w
我	r
覺得	v
好	d
唔	d
公平	a
喎	y1
其實	d
，	w

係	v
啊	y
。	w

如果	c
噉樣	c
。	w

係	v
囖	y
。	w

唉	e
！	w
真係	d
慘	a
啊	y1
其實	d
。	w

係	v
喇	y1
，	w
即係	c
都	d
繼續	v
要	vu
慢慢	a
揾	v
喇	y1
而家	t
都	d
。	w

係	v
喇	y1
都	d
。	w

係	v
喇	y
。	w

我	r
見	v
到	u
好多	m
同學	n
都	d
未	d
揾	v
到	u
其實	d
。	w

係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

但係	c
我	r
亦都	d
知道	v
有	v1
啲	m
譬如	v
，	w
誒	e
，	w
通常	d
做	v
嗰啲	r
就	d
係	v
customer	xn
service	xn
officer	xn
嗰啲	r
。	w

喀	e
，	w
係	v
啊	y1
，	w
係	v
啊	y
。	w

係	v
喇	y1
，	w
係	v
喇	y
。	w

係	v
唔係	v
-	w
嗰啲	r
係	v
唔係	v
呢	y1
，	w
即係	c
佢	r
係	v
要	v
返	u
，	w
即係	c
係	v
唔係	v
要	vu
聽	v
電話	n
嗰啲	r
啊	y
？	w

我	r
都	d
唔	d
知	v
啊	y1
其實	d
。	w

係	v
。	w

因為	c
我	r
見	v
到	u
好多	m
同學	n
都	d
係	v
做	v
哩	r
一	m
類	n
喎	y
。	w

喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w

譬如	v
好似	v
喺	p
匯豐	nt
呢	y1
好似	v
都	d
請	v
幾多	r
哩啲	r
人	n
喎	y
。	w

啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

所以	c
我	r
唔	d
知	v
-	w
即係	c
好	d
-	w
聽	v
到	u
佢	r
講	v
都	d
係	v
做	v
哩樣	r
嘢	n
囖	y
。	w

係	v
喇	y1
，	w
你	r
-	w
其實	d
你	r
覺得	v
去	v
做	v
匯豐	nt
嗰啲	r
呢	y1
有冇	v
前途	n
啊	y
？	w

誒	e
，	w
我	r
都	d
唔	d
知	v
啊	y
其實	d
。	w
即係	c
我	r
覺得	v
你	r
如果	c
想	vu
做	v
哩	r
份	q
嘢	n
，	w
啊	e
，	w
因為	c
我	r
唔	d
知	v
佢	r
晉升	n
機會	n
點	r
啊	y1
其實	d
，	w
做	v
完	u
哩	r
一	m
個	q
噉樣	c
嘅	u
post	xn
噉樣	c
。	w

喀	e
。	w

唔	d
知	v
你	r
會	vu
升	v
到	u
升	v
到	u
會	vu
唔	d
會	vu
升	v
到	u
Admin	xjn
嗰啲	r
噉	c
。	w
噉	c
如果	c
升	v
做	v
Admin	xjn
嗰啲	r
…	w

都	d
OK	xa
呵	y
？	w

我	r
都	d
想	vu
做	v
𡃉	y1
如果	c
係	v
，	w
但係	c
如果	c
唔係	v
我	r
又	d
好似	v
啊	y1
好似	v
…	w

成世	d
就	d
噉	r
做	v
teller	xn
，	w
其實	d
咪	d
teller	xn
即係	c
。	w

係	v
囖	y1
，	w
所以	c
我	r
又	d
唔	d
知	v
點	r
囖	y1
，	w
所以	c
我	r
又	d
覺得	v
唔係	v
咁	d
想	vu
囖	y
。	w

係	v
啊	y
，	w
係	v
啊	y
。	w

因為	c
其實	d
我	r
自己	r
都	d
想	vu
揾	v
一	m
份	q
可以	vu
有	v1
發展	v
嘅	u
，	w
即係	c
好似	v
譬如	v
話	v
啊	y1
…	w

係	v
喇	y
。	w

揾	v
哩	r
份	q
工	n
噉	c
，	w
如果	c
冇	v1
發展	v
，	w
我	r
覺得	v
，	w
唉	e
！	w
好似	v
做	v
來	v
做	v
去	v
都	d
係	v
噉樣	c
，	w
我	r
又	d
唔	d
想	vu
囖	y
。	w

噉	c
又	d
係	v
。	w

我	r
想	vu
係	v
要	v
即係	c
-	w
即係	c
有得	vu
發展	v
，	w
我	r
而家	t
想	vu
教書	v
噉樣	c
。	w
噉樣	c
其實	d
我	r
教書	v
噉	c
可以	vu
教	v
-	w
教	v
中學	n
，	w
噉	c
第日	d
可以	vu
，	w
譬如	v
我	r
自己	r
想	vu
就	d
想	vu
譬如	v
教	v
大學	n
或者	c
大專	n
嗰啲	r
噉樣	c
囖	y
。	w

喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w

譬如	v
你	r
一路	d
噉樣	c
讀	v
返	u
master	xn
嗰啲	r
噉	c
呢	y
。	w

喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w

係	v
喇	y
，	w
如果	c
就算	c
唔	d
讀	v
-	w
唔	d
教	v
大專	n
嗰啲	r
呢	y1
，	w
都	d
可以	vu
譬如	v
做	v
返	u
Admin	xjn
嗰啲	r
囖	y
。	w
但係	c
喺	p
返	u
教育	v
哩	r
一	m
個	q
，	w
即係	c
哩	r
一	m
個	q
層面	n
去	p
做	v
囖	y
。	w

哩	r
一	m
方面	n
，	w
喀	e
。	w

係	v
喇	y
，	w
噉	c
我	r
覺得	v
都	d
-	w
覺得	v
有	v1
啲	m
發展	v
，	w
噉	c
所以	c
我	r
都	d
想	vu
教書	v
。	w

喀	e
，	w
喀	e
，	w
喀	e
。	w

係	v
喇	y1
，	w
係	v
喇	y
。	w

係	v
喇	y
，	w
好似	v
我	r
先	Tg
-	w
先輪	t
呢	y1
，	w
噉	c
都	d
寄	v
咗	u
幾	m
-	w
幾	m
封	q
信	n
噉樣	r
嘅	u
。	w
噉	c
呢	y1
全部	d
都	d
係	v
請	v
嗰啲	r
administrative	xa
assistant	xn
噉樣	r
嘅	u
。	w
噉	c
但係	c
我	r
覺得	v
你	r
哩啲	r
工	n
呢	y1
，	w
其實	d
都	d
唔	d
乜	r
-	w
即係	c
冇	v1
乜	r
要求	vn
	y
，	w
係	v
唔係	v
先	d
？	w

係	v
喇	y
，	w
係	v
喇	y
。	w

即係	c
都	d
你	r
-	w
即係	c
form	xn
five	xn
都	d
做	v
得	u
到	u
囖	y
嗰啲	r
嘢	n
。	w

因為	c
我	r
嗰陣時	r
睇	v
Recruit	xnz
啊	y1
嗰啲	r
噉樣	c
呢	y1
，	w
佢	r
都	d
係	v
，	w
誒	e
，	w
請	v
哩個	r
title	xn
嘅	u
人	n
，	w
但係	c
…	w

係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
。	w

Form	xn
five	xn
，	w
form	xn
seven	xn
嗰啲	r
。	w

standard	xa
，	w
呵	e
。	w

但係	c
佢	r
就	d
要	vu
有	v1
經驗	n
噉樣	c
囖	y1
，	w
如果	c
係	v
要	vu
請	v
嗰啲	r
就	d
。	w

喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w
係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
喇	y
。	w

噉	c
呢	y1
我	r
本來	d
初頭	t
我	r
去	p
寄信	v
嗰陣時	r
呢	y1
，	w
我	r
都	d
心諗	v
：	w
「	w
ei3	e
，	w
其實	d
就算	c
俾	v
我	r
去	t
做	v
，	w
我	r
都	d
唔	d
想	vu
做	v
啊	y
。	w
」	w
噉樣	c
。	w

喀	e
，	w
喀	e
。	w

噉	c
呢	y1
但係	c
呢	y1
，	w
居然	d
呢	y1
係	v
連	d
interview	xn
都	d
冇	v1
囖	y1
其實	d
。	w

我	r
都	d
會	vu
覺得	v
係	v
啊	y
其實	d
。	w

係	v
啊	y
。	w

因為	c
佢	r
都	d
唔係	v
想	vu
請	v
你	r
哩	r
類	q
人	n
，	w

係	v
啊	y
，	w
係	v
啊	y
。	w

不過	c
佢	r
寫	v
出來	v
又	d
費事	v
，	w
即係	c
-	w
佢	r
想	vu
可能	vu
濫	a
-	w
即係	c
點	r
啊	y
？	w
多	a
啲	u
人	n
寄信	v
去	v
，	w
噉	c
佢	r
可以	vu
揀	v
得	u
好	a
啲	u
噉樣	c
囖	y
。	w

係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
囖	y
。	w
所以	c
都	d
唔	d
知	v
點	r
啊	y
。	w

係	v
喇	y
！	w
咦	e
！	w
阿	h
林	nr
翠茵	nr
點	r
啊	y
？	w

林	nr
翠茵	nr
，	w
我哋	r
冇	v1
同	p
佢	r
-	w
冇	v1
乜	r
同	p
佢	r
聯絡	v
。	w
你	r
有冇	v1
同	p
佢	r
聯絡	v
呢	y
？	w

冇	v1
啊	y
，	w
佢	r
就	d
。	w

係	v
呀	y
？	w

係	v
喇	y
，	w
係	v
喇	y
，	w

不過	c
我	r
估	v
佢	r
都	d
唔	d
會	vu
揾	v
住	v
嚹	y
應該	vu
。	w

佢	r
嗰陣	r
咪	d
話	v
去	v
旅行	v
噉樣	c
啊	y
？	w

佢	r
-	w
但係	c
呢	y1
，	w
佢	r
去	v
唔	d
成	v
喎	y
。	w

係	v
呀	y
？	w
點解	r
啊	y
？	w

係	v
啊	y
。	w

佢	r
唔係	v
話	v
佢	r
嗲哋	n
媽咪	n
俾	v
錢	n
佢	r
去	v
咩	y
？	w

係	v
啊	y
，	w
但係	c
呢	y1
，	w
原來	d
-	w
噉	c
我	r
嗰日	t
，	w
我哋	r
咪	d
放	v
hon	xjn
𠸏	y1
，	w

係	v
嘞	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
嘞	y
，	w
噉	c
嗰日	r
呢	y1
噉	c
跟住	c
噉	c
我	r
企	v
喺度	p
噉樣	c
，	w
誒	e
，	w
即係	c
等	v
結果	n
出來	v
。	w
係	v
嘞	y
，	w
係	v
嘞	y
。	w

喀	e
。	w

噉	c
跟住	c
-	w
噉	c
呢	y1
就	d
突然之間	d
見	v
到	u
佢	r
喎	y
，	w
我	r
幾	d
驚訝	a
。	w

係	v
呀	y1
？	w
即係	c
你	r
都	d
唔	d
expect	xv
會	vu
見	v
到	u
佢	r
出現	v
嘅	u
。	w

佢	r
出來	v
-	w
我	r
明知	v
佢	r
嗰日	r
啱啱	d
係	v
之前	t
嗰日	r
去	v
旅行	v
	y
嗎	y
。	w

哦	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w

噉	c
跟住	c
點知	r
原來	d
佢	r
話	v
佢	r
嗰	r
團	q
唔	d
成	v
團	n
啊	y
。	w

邊個	r
？	w
因為	c
少	a
人	n
得滯	d
抑或	c
點	r
呢	y
？	w

誒	e
，	w
佢	r
好似	v
話	v
少	a
人	n
得滯	u
啊	y
。	w

哦	e
。	w

於是	c
就	d
唔	d
成	v
團	n
。	w

佢	r
去	v
邊	r
啊	y
？	w

但係	c
佢	r
又	d
冇	v1
講	v
話	v
，	w
誒	e
，	w
佢	r
有冇	v1
報	v
過	u
第二	m
個	q
團	n
囖	y
。	w

哦	e
，	w
噉	c
佢	r
諗	v
住	u
去	v
邊	r
𡃉	y
其實	d
？	w

誒	e
，	w
日本	ns
啊	y
。	w

係	v
呀	y
？	w

係	v
嘞	y
，	w
係	v
嘞	y
。	w

哦	e
。	w

噉樣	c
囖	y
，	w
不過	c
我	r
諗	v
佢	r
會	vu
-	w
我	r
估	v
佢	r
會	vu
報	v
過	u
第二	m
個	q
啊	y
應該	vu
。	w

係	v
呀	y
。	w
即係	c
佢	r
-	w
但係	c
佢	r
而家	t
去	v
咗	u
未	d
吖	y
？	w

係	v
囖	y
，	w
我	r
都	d
唔	d
知	v
喎	y
。	w
因為	c
佢	r
嗰日	r
都	d
話	v
-	w
佢	r
嗰日	r
就	d
冇	v1
講	v
話	v
佢	r
有冇	v
報	v
過	u
第二	m
個	q
囖	y
。	w

哦	e
。	w

係	v
囖	y
，	w
係	v
囖	y
，	w
係	v
囖	y
，	w
係	v
囖	y
。	w

啊	e
！	w
係	v
啊	y
！	w
我哋	r
translation	xn
嗰啲	r
同學	n
都	d
幾	d
好	a
啊	y
啲	q
成績	n
。	w

哦	e
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

我	r
聽	v
人	n
講	v
有	v1
四	m
個	q
first-hon	xn
喎	y
。	w

係	v
啊	y
？	w

係	v
啊	y
，	w
哦	e
，	w
都	d
幾	d
好	a
係	v
唔係	v
呢	y
？	w

我	r
覺得	v
咁	d
多	a
年	q
睇	v
下	u
人哋	r
啲	q
榜	n
呢	y1
，	w
我	r
覺得	v
我哋	r
嗰	r
年	q
-	w
我哋	r
哩	r
一	m
年	q
個	q
榜	n
最	d
好	a
啊	y
。	w
即係	c
translate	xv
嗰度	r
啲	u
同學	n
最	d
多	a
。	w

喀	e
，	w
即係	c
讀	v
trans	xNg
…	w

喀	e
，	w
喀	e
，	w
喀	e
。	w
啊	y
，	w
噉	c
又	d
係	v
𠸏	y
，	w
佢	r
嗰啲	r
勁	a
人	n
。	w

係	v
喇	y
，	w
係	v
喇	y
。	w

係	v
喇	y
，	w
唔	d
知	v
佢哋	r
揾工	v
揾	v
成	u
點	r
呢	y
呵	y
？	w

啊	e
，	w
但係	c
佢哋	r
又	d
唔係	v
-	w
即係	c
佢哋	r
咁	d
勁	a
呢	y1
讀書	v
，	w
但係	c
佢	r
又	d
唔係	v
-	w
即係	c
aim	xv
at	xp
去	v
，	w
誒	e
，	w
讀	v
master	xn
嗰啲	r
𡃉	y
喎	y
。	w

係	v
啊	y
，	w
係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
囖	y
，	w
唔	d
知	v
呢	y
，	w
唔	d
知	v
佢哋	r
點	r
啊	y
？	w

係	v
啊	y
。	w

阿	h
Daniel	xnr
話	v
做	v
business	xn
吖	y
嗎	y
想	vu
。	w

係	v
啊	y
，	w
係	v
啊	y
，	w
唉	e
，	w
但係	c
我	r
覺得	v
佢	r
即係	c
-	w
做	v
學術界	n
會	vu
好	a
啲	u
囖	y
其實	d
。	w

係	v
囖	y
。	w

所以	c
佢	r
…	w

可以	vu
變成	v
一	m
個	q
有	v1
成就	n
嘅	u
人	n
啊	y
，	w
即係	c
出名	a
啊	y
。	w

係	v
嘞	y
。	w

係	v
嘞	y
。	w
即係	c
佢	r
可以	vu
發展	v
佢	r
嘅	u
潛能	n
，	w
我	r
覺得	v
佢	r
哩	r
方面	n
都	d
幾	d
好	a
𡃉	y
。	w

係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
啊	y
，	w
係	v
啊	y
。	w

係	v
呀	y
，	w
噉	c
你	r
有冇	v1
揾	v
其他	r
工	n
啊	y
噉	c
？	w

都	d
揾	v
-	w
而家	t
都	d
係	v
-	w
唉	e
都	d
係	v
…	w

咦	e
你	r
-	w
喀	e
。	w
你	r
最近	t
有	v1
冇得	vu
interview	xv
啊	y
其實	d
？	w

最近	t
呀	y
？	w
最近	t
-	w
最近	t
都	d
冇	v1
嚹	y
。	w

係	v
呀	y
？	w
咦	e
！	w
我	r
嗰	r
次	q
好似	v
聽講	v
你	r
好似	v
話	v
去	v
in	xVg
一	m
份	q
唔	d
知	v
點樣	r
，	w
係	v
好多	m
嘢	n
𡃉	y
喎	y
，	w
又	d
要	vu
睇	v
好多	m
嘢	n
啊	y1
，	w
之類	r
嘅	u
嘢	n
𡃉	y
喎	y
。	w

哦	e
，	w
係	v
啊	y
，	w
係	v
啊	y
，	w
嗰	r
次	q
in	xVg
成	v
…	w

係	v
呀	y
？	w
嗰	r
份	q
乜嘢	r
來	v
𡃉	y
？	w

嗰	r
份	q
呢	y1
就	d
係	v
叫做	v
，	w
個	q
名	n
呢	y
，	w
就	d
係	v
叫	v
哩個	r
marketing	xn
and	xc
-	w
and	xc
哩個	r
human	xn
resources	xn
officer	xn
噉樣	r
嘅	u
。	w

即係	c
做	v
human	xn
resources	xn
嗰邊	r
啲	q
嘢	n
？	w

係	v
喇	y
，	w
係	v
喇	y
。	w

喀	e
，	w
喀	e
，	w
喀	e
，	w
喀	e
。	w

噉	c
呢	y1
，	w
佢	r
即係	c
，	w
誒	e
，	w
因為	c
呢	y1
噉	c
初頭	t
佢	r
即係	c
呢	y1
佢	r
嗰	r
份	q
叫	v
乜嘢	r
呢	y1
，	w
即係	c
介紹	v
佢	r
份	q
工	n
啊	y
。	w

喀	e
。	w

即係	c
（	w
）	w
個	q
advertisement	xn
呢	y1
，	w

喀	e
。	w

即係	c
成	b
幾	m
-	w
即係	c
成	m
幾	m
版	q
紙	n
咁	d
長	a
喇	y
。	w

係	v
呀	y
？	w
嘩	e
！	w

即係	c
Career	xn
Centre	xn
，	w
即係	c
佢	r
係	v
好多	m
資料	n
關於	p
哩	r
一	m
份	q
工	n
噉樣	c
囖	y
。	w

係	v
呀	y
？	w
係	v
呀	y
？	w

係	v
嘞	y
，	w
噉	c
所以	c
-	w
噉	c
初頭	t
呢	y1
就	d
expect	xv
呢	y1
，	w
即係	c
以為	v
佢	r
間	q
公司	n
呢	y1
好	d
大	a
𡃉	y
喎	y
，	w
噉	c
呢	y1
但係	c
上	v
到	u
去	v
呢	y1
，	w
就	d
原來	d
呢	y1
好	d
細	a
𡃉	y
咋	y
喎	y
。	w

係	v
呀	y
？	w

係	v
嘞	y
，	w
噉	c
呢	y1
噉	c
但係	c
呢	y1
就	d
都	d
好似	v
幾	d
有	v1
規模	n
噉樣	c
嘅	u
。	w

哦	e
，	w
哦	e
，	w
哦	e
，	w
哦	e
，	w
哦	e
。	w

噉	c
-	w
噉	c
呢	y1
佢	r
就	d
係	v
話	v
，	w
誒	e
，	w
會	vu
-	w
即係	c
佢	r
係	v
，	w
誒	e
，	w
幫	v
人哋	r
請	v
啲	m
-	w
嗰啲	r
即係	c
啲	m
executive	xn
噉樣	r
嘅	u
。	w
噉	c
佢	r
係	v
即係	c
幫	v
人	n
請	v
一	m
啲	m
比較	d
人工	n
高	a
啲	u
啊	y1
噉樣	c
噉樣	c
嗰啲	r
嘅	u
。	w

即係	c
唔	d
會	vu
少	a
人工	n
嗰啲	r
𡃉	y
嘞	y1
。	w

係	v
嘞	y1
，	w
係	v
嘞	y1
。	w
即係	c
佢	r
會	vu
係	v
請	v
嗰啲	r
比較	d
高級	a
嗰啲	r
職員	n
噉樣	c
囖	y1
幫	v
人哋	r
，	w
噉	c
幫	v
親	u
人哋	r
-	w
即係	c
請	v
哩	r
一	m
個	q
人	n
呢	y1
，	w
佢	r
話	v
佢	r
嘅	u
佣金	n
就	d
會	vu
有	v1
成	m
五	m
六十萬	m
𡃉	y
起碼	d
。	w

嘩	e
！	w
一	m
年	q
定	c
一	m
個	q
月	n
定	c
一	m
個	q
人	n
啊	y
？	w

係	v
啊	y
，	w
誒	e
，	w
一	m
個	q
人	n
啊	y
。	w
即係	c
請	v
一	m
個	q
人	n
啊	y
。	w

嘩	e
！	w
做	v
乜嘢	r
咁	d
多	a
𠸏	y
？	w

係	v
啊	y
，	w
噉	c
所以	c
佢	r
-	w
其實	d
我	r
諗	v
佢	r
-	w
即係	c
佢	r
要	vu
係	v
賺	v
到	u
-	w
即係	c
賺	v
到	u
幾	d
多	a
錢	n
-	w
幾	d
多	a
錢	n
𡃉	y
應該	vu
。	w

喀	e
。	w

噉	c
同埋	c
佢	r
interview	xv
嘅	u
即係	c
方法	n
呢	y1
，	w
都	d
好	d
新	a
-	w
新穎	a
𡃉	y
喎	y
。	w

係	v
呀	y
？	w

係	v
嘞	y
。	w

係	v
點	r
𡃉	y
？	w

就	d
係	v
呢	y1
，	w
你	r
一	m
去	v
到	u
呢	y1
，	w
佢	r
呢	y1
就	d
俾	v
個	q
位	q
你	r
坐	v
喇	y
噉	c
。	w
噉	c
跟住	c
呢	y1
佢	r
就	d
入	v
一	m
disk	xn
落去	v
個	q
computer	xn
度	f
嘞	y
噉樣	c
喇	y
。	w

喀	e
。	w

噉	c
跟住	c
嗰	r
隻	q
disk	xn
裏邊	f
呢	y1
，	w
就	d
係	v
有	v1
介紹	v
嗰	r
間	q
公司	n
喇	y1
，	w
同埋	c
即係	c
介紹	v
下	u
佢	r
，	w
即係	c
例如	v
佢	r
又	d
講	v
俾	p
你	r
知	v
，	w
話	v
，	w
誒	e
，	w
其實	d
都	d
有	v1
好多	m
Hong Kong U	xjnt
嘅	u
，	w
即係	c
有啲	r
Hong Kong U	xjnt
嘅	u
同學	n
呢	y1
都	d
喺度	p
做	v
噉樣	c
。	w
即係	c
好	d
有	v1
成就	n
噉樣	c
囖	y
講	v
佢哋	r
，	w
係	v
嘞	y
。	w

哦	e
，	w
哦	e
，	w
哦	e
，	w
哦	e
，	w
喀	e
。	w

噉	c
又	d
講	v
下	u
份	q
工	n
係	v
點樣	r
喇	y
。	w
噉	c
又	d
講	v
下	u
